"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms"
"2025-11-03 08:51:00","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.102","ZSCALER, INC.","165.225.214.102","meet.google.com","56","True","100","Excelente","165.225.214.102","49","8.243.34.13","55","8.243.145.162","51","172.253.50.119","52","74.125.37.181","52","142.251.134.46","59"
"2025-11-03 08:51:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","67","True","100","Excelente",,,"177.195.26.9","23",,,"200.244.80.14","17","200.244.211.235","64","200.244.18.8","65"
"2025-11-03 08:51:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","9","True","100","Excelente","10.50.112.1","1","201.61.35.194","153","74.125.52.64","2","209.85.143.231","3","108.170.235.139","2","172.217.28.174","4"
"2025-11-03 08:51:00","ARCO-PE0DQH8J","bruno.chervinski","Curitiba","PR","177.135.77.226","Vivo","177.135.77.226","meet.google.com","20","True","100","Excelente","172.18.50.1","2","177.135.92.218","6",,,,,,,"74.125.52.64","11"
"2025-11-03 08:54:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","72","True","100","Excelente",,,"177.195.26.9","8","200.244.81.165","22","200.244.211.235","70","200.244.18.8","69","201.39.52.58","68"
"2025-11-03 08:54:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","22","True","100","Excelente",,,"100.120.32.77","4","100.120.31.153","9","100.120.26.35","12","72.14.198.152","9","142.251.69.137","10"
"2025-11-03 08:54:00","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.102","ZSCALER, INC.","165.225.214.102","meet.google.com","68","True","100","Excelente","192.168.113.254","3","200.244.80.153","4","200.244.211.235","47","200.244.18.8","63","201.39.52.58","50","142.250.213.133","50"
"2025-11-03 08:54:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","8","True","100","Excelente","10.50.112.1","1","201.61.35.194","3","74.125.52.64","16","209.85.143.231","5","108.170.235.139","3","172.217.28.174","3"
"2025-11-03 08:54:08","ARCO-PE0DQH8J","bruno.chervinski","Curitiba","PR","177.135.77.226","Vivo","177.135.77.226","meet.google.com","20","True","100","Excelente","172.18.50.1","2","177.135.92.218","5",,,"187.100.60.237","12",,,"72.14.220.222","11"
"2025-11-03 08:57:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","78","True","100","Excelente",,,"177.195.26.9","7",,,"200.244.80.14","18","200.244.211.235","65","200.244.18.8","65"
"2025-11-03 08:57:00","ARCO-PE0DQH8J","bruno.chervinski","Taboão da Serra","SP","200.186.148.18","Cirion Technologies do Brasil Ltda","200.186.148.18","meet.google.com","20","True","100","Excelente","172.18.50.1","3","177.135.92.218","4",,,"152.255.203.160","10",,,"72.14.220.222","10"
"2025-11-03 08:57:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","13","True","0","Ruim","192.168.1.1","1","100.120.32.77","4","100.120.31.153","9","100.120.26.35","9","72.14.198.152","9","142.251.69.137","10"
"2025-11-03 08:57:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","10","True","100","Excelente","10.50.112.1","2","201.61.35.194","3","74.125.52.64","3","192.178.82.55","5","192.178.110.243","3","172.217.29.174","4"
"2025-11-03 09:00:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","70","True","100","Excelente",,,"177.195.26.9","28",,,"200.244.80.14","17","200.244.211.235","64","200.244.18.8","64"
"2025-11-03 09:00:00","ARCO-PE0DQH8J","bruno.chervinski","Taboão da Serra","SP","200.186.148.18","Cirion Technologies do Brasil Ltda","200.186.148.18","meet.google.com","22","True","100","Excelente","172.18.50.1","3","177.135.92.218","4","152.255.199.116","3","152.255.203.160","10",,,"72.14.220.222","11"
"2025-11-03 09:00:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","16","True","100","Excelente","192.168.1.1","2","100.120.32.77","2",,,"100.120.26.35","9","72.14.198.152","9","142.251.69.137","10"
"2025-11-03 09:00:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","119","True","26","Ruim","10.50.112.1","1","201.61.35.194","6","74.125.52.64","3","209.85.143.231","39","209.85.253.0","4","142.250.226.15","3"
"2025-11-03 08:58:08","ARCO-PE0BVQVP","andreiasousa","Pimenta Bueno","RO","189.53.17.46","Claro S.A.","189.53.17.46","meet.google.com","33","True","66","Aceitável","192.168.113.254","4","200.244.80.153","2","200.244.211.235","45","200.244.18.8","47","201.39.52.58","46","142.250.214.29","52"
"2025-11-03 09:01:15","ARCO-PE0BVQVP","andreiasousa","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","72","True","70","Bom","192.168.113.254","1",,,"200.244.211.235","44","200.244.18.8","48","201.39.52.58","56","142.250.214.29","65"
"2025-11-03 09:03:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","67","True","69","Aceitável",,,"177.195.26.9","7","200.244.81.165","21","200.244.211.235","71","200.244.18.8","103","201.39.52.58","69"
"2025-11-03 09:03:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","19","True","100","Excelente","192.168.1.1","2","100.120.32.77","2","100.120.31.153","9","100.120.26.35","9","72.14.198.152","9","142.251.69.137","9"
"2025-11-03 09:03:00","ARCO-PE0DQH8J","bruno.chervinski","Curitiba","PR","177.135.77.226","Vivo","177.135.77.226","meet.google.com","15","True","100","Excelente","172.18.50.1","1","177.135.92.218","6",,,"152.255.203.160","14",,,"72.14.220.222","11"
"2025-11-03 09:03:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","8","True","100","Excelente","10.50.112.1","1","201.61.35.194","3","74.125.52.64","3","142.250.63.175","20","192.178.110.169","4","172.217.29.142","7"
"2025-11-03 09:03:01","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.96","ZSCALER, INC.","165.225.214.96","meet.google.com","428","True","14","Ruim","192.168.113.254","9",,,"200.244.211.235","57","200.244.18.8","59","201.39.52.58","89","142.250.214.29","127"
"2025-11-03 09:06:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","14","True","100","Excelente","192.168.1.1","1","100.120.32.77","3","100.120.31.153","9","100.120.26.35","9","72.14.198.152","9","142.251.69.137","11"
"2025-11-03 09:06:00","ARCO-PE0DQH8J","bruno.chervinski","Taboão da Serra","SP","200.186.148.18","Cirion Technologies do Brasil Ltda","200.186.148.18","meet.google.com","25","True","100","Excelente","172.18.50.1","2","177.135.92.218","5",,,"152.255.164.254","13",,,"74.125.52.64","9"
"2025-11-03 09:06:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","8","True","100","Excelente","10.50.112.1","2","201.61.35.194","220","74.125.52.64","6","192.178.82.55","6","192.178.110.179","3","172.217.29.238","3"
"2025-11-03 09:06:00","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.102","ZSCALER, INC.","165.225.214.102","meet.google.com","57","True","100","Excelente","165.225.214.102","50","8.243.34.13","51","8.243.145.162","50","142.250.232.69","50","216.239.56.208","53","209.85.252.68","53"
"2025-11-03 09:06:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","72","True","100","Excelente",,,"177.195.26.9","8",,,,,"200.244.211.235","66","200.244.18.8","80"
"2025-11-03 09:09:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","16","True","100","Excelente",,,"100.120.32.77","4","100.120.31.153","10","100.120.26.35","9","72.14.198.152","14","142.251.69.137","11"
"2025-11-03 09:09:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","8","True","100","Excelente","10.50.112.1","1","201.61.35.194","8","72.14.220.222","4","142.251.238.17","5","192.178.253.79","4","172.217.162.14","3"
"2025-11-03 09:09:00","ARCO-PE0DQH8J","bruno.chervinski","Curitiba","PR","177.135.77.226","Vivo","177.135.77.226","meet.google.com","15","True","11","Ruim","172.18.50.1","2","177.135.92.218","3","152.255.145.18","3",,,,,"74.125.52.64","307"
"2025-11-03 09:12:00","ARCO-PE0DQH8J","bruno.chervinski","Taboão da Serra","SP","200.186.148.18","Cirion Technologies do Brasil Ltda","200.186.148.18","meet.google.com","21","True","100","Excelente","172.18.50.1","1","177.135.92.218","5","152.255.145.18","7","152.255.161.178","11",,,"72.14.219.88","11"
"2025-11-03 09:12:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","16","True","100","Excelente",,,"100.120.32.77","6","100.120.31.153","10","100.120.26.35","9","72.14.198.152","9","142.251.69.137","12"
"2025-11-03 09:12:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","22","True","100","Excelente","10.50.112.1","10","201.61.35.194","3","74.125.52.64","3","209.85.143.231","4","142.250.208.13","3","172.217.28.206","4"
"2025-11-03 09:12:24","ARCO-PE0BVQVP","andreiasousa","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","10","True","100","Excelente","192.168.113.254","3",,,"200.244.211.235","45","200.244.18.8","48","201.39.52.58","47","142.250.213.133","49"
"2025-11-03 09:15:09","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","66","True","67","Aceitável",,,"177.195.26.9","8","200.244.81.165","29","200.244.211.235","76","200.244.18.8","84","201.39.52.58","88"
"2025-11-03 09:15:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","84","True","100","Excelente","10.50.112.1","15","201.61.35.194","2","74.125.52.64","3","142.250.63.175","4","192.178.110.201","3","172.217.30.78","4"
"2025-11-03 09:15:09","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","19","True","100","Excelente","192.168.1.1","2","100.120.32.77","4","100.120.31.153","9","100.120.26.35","9","72.14.198.152","9","142.251.69.137","10"
"2025-11-03 09:15:00","ARCO-PE0DQH8J","bruno.chervinski","Taboão da Serra","SP","200.186.148.18","Cirion Technologies do Brasil Ltda","200.186.148.18","meet.google.com","16","True","100","Excelente","172.18.50.1","1","177.135.92.218","4","152.255.145.18","3",,,,,"74.125.52.64","12"
"2025-11-03 09:15:23","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.96","ZSCALER, INC.","165.225.214.96","meet.google.com","9","True","100","Excelente","192.168.113.254","20","200.244.80.153","3","200.244.211.235","62","200.244.18.8","48","201.39.52.58","47","142.250.213.133","49"
"2025-11-03 09:18:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","16","True","100","Excelente",,,"100.120.32.77","3","100.120.31.153","9","100.120.26.35","9","72.14.198.152","13","142.251.69.137","9"
"2025-11-03 09:18:00","ARCO-PE0DQH8J","bruno.chervinski","Curitiba","PR","177.135.77.226","Vivo","177.135.77.226","meet.google.com","14","True","100","Excelente","172.18.50.1","1","177.135.92.218","9","152.255.145.18","5","187.100.60.229","14",,,"74.125.52.64","14"
"2025-11-03 09:18:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","11","True","100","Excelente","10.50.112.1","1","201.61.35.194","17","72.14.220.222","4","142.251.238.17","4","192.178.253.83","4","172.217.172.174","6"
"2025-11-03 09:18:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","71","True","100","Excelente",,,"177.195.26.9","27",,,,,"200.244.211.235","66","200.244.18.8","75"
"2025-11-03 09:18:01","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.102","ZSCALER, INC.","165.225.214.102","meet.google.com","12","True","100","Excelente","192.168.113.254","2",,,"200.244.211.235","45","200.244.18.8","47","201.39.52.58","48","142.250.213.133","48"
"2025-11-03 09:18:12","ARCO-PE0B1Z9R","nathaliacoutinho","Campo Novo do Parecis","MT","83.170.171.52","Intelsat Global Service Corporation","83.170.171.52","meet.google.com","19","True","0","Ruim","172.19.207.1","3","172.20.20.150","2",,,"10.197.24.65","842","10.197.31.15","744","10.197.30.25","850"
"2025-11-03 09:21:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","69","True","69","Aceitável",,,"177.195.26.9","10","200.244.81.165","21","200.244.211.235","71","200.244.18.8","71","201.39.52.58","69"
"2025-11-03 09:21:00","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.96","ZSCALER, INC.","165.225.214.96","meet.google.com","61","True","100","Excelente","165.225.214.96","58","8.243.34.13","55","8.243.145.162","53","142.250.232.127","54","192.178.110.203","54","172.217.30.78","54"
"2025-11-03 09:21:00","ARCO-PE0DQH8J","bruno.chervinski","Taboão da Serra","SP","200.186.148.18","Cirion Technologies do Brasil Ltda","200.186.148.18","meet.google.com","25","True","100","Excelente","172.18.50.1","2","177.135.92.218","7","152.255.145.18","8","187.100.60.229","15",,,"74.125.52.64","10"
"2025-11-03 09:21:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","9","True","100","Excelente","10.50.112.1","1","201.61.35.194","220","72.14.219.88","10","142.250.58.249","7","142.251.229.197","8","142.251.135.238","4"
"2025-11-03 09:21:00","ARCO-PE0B1Z9R","nathaliacoutinho","Campo Novo do Parecis","MT","83.170.171.52","Intelsat Global Service Corporation","83.170.171.52","meet.google.com","33","True","0","Ruim","172.19.207.1","3","172.20.20.150","3",,,"10.197.24.65","715","10.197.31.15","643","10.197.30.25","656"
"2025-11-03 09:24:00","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.96","ZSCALER, INC.","165.225.214.96","meet.google.com","63","True","100","Excelente","165.225.214.96","54","8.243.34.13","55","8.243.145.162","54","142.250.232.127","56","192.178.110.203","53","172.217.30.78","56"
"2025-11-03 09:24:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","21","True","100","Excelente","192.168.1.1","4","100.120.32.77","5","100.120.31.153","13","100.120.26.35","13","72.14.198.152","9","142.251.69.137","10"
"2025-11-03 09:24:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","74","True","100","Excelente",,,"177.195.26.9","8",,,,,"200.244.211.235","67","200.244.18.8","68"
"2025-11-03 09:24:01","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","12","True","100","Excelente","10.50.112.1","2","201.61.35.194","26","72.14.220.222","7","142.251.238.17","8","172.253.53.127","6","172.217.172.142","4"
"2025-11-03 09:24:08","ARCO-PE0DQH8J","bruno.chervinski","Curitiba","PR","177.135.77.226","Vivo","177.135.77.226","meet.google.com","20","True","100","Excelente","172.18.50.1","2","177.135.92.218","4",,,"152.255.164.252","12",,,"74.125.52.64","23"
"2025-11-03 09:24:00","ARCO-PE0B1Z9R","nathaliacoutinho","Campo Novo do Parecis","MT","83.170.171.52","Intelsat Global Service Corporation","83.170.171.52","meet.google.com","15","True","0","Ruim","172.19.207.1","2","172.20.20.150","4",,,"10.197.24.65","710","10.197.31.15","689","10.197.30.25","653"
"2025-11-03 09:27:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","77","True","70","Bom",,,"177.195.26.9","21","200.244.81.165","21","200.244.211.235","71","200.244.18.8","70","201.39.52.58","69"
"2025-11-03 09:27:00","ARCO-PE0BVQVP","andreiasousa","Bragança Paulista","SP","165.225.214.96","ZSCALER, INC.","165.225.214.96","meet.google.com","63","True","100","Excelente","165.225.214.96","53","8.243.34.13","53","8.243.145.162","55","172.253.76.23","53","142.250.238.249","54","172.217.30.142","55"
