"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms"
"2025-11-01 00:00:52","ARCO-PE0DQH5A","danielcruz","Curitiba","PR","200.103.129.125","V tal","200.103.129.125","meet.google.com","2045","True","0","Ruim","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","11","100.120.26.35","10","72.14.198.152","11","142.251.69.137","11","209.85.244.85","20","142.250.219.206","11"
"2025-11-01 00:01:30","ARCO-PE0DQH5A","danielcruz","Curitiba","PR","200.103.129.125","V tal","200.103.129.125","meet.google.com","19","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","14","100.120.26.35","12","72.14.198.152","11","142.251.69.137","12","209.85.244.85","19","142.250.219.206","11"
"2025-11-01 00:07:30","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","19","True","100","Excelente",,,"100.120.32.77","4","100.120.25.221","4","100.120.31.153","11","100.120.26.35","11","72.14.198.152","11","142.251.69.137","11","209.85.244.85","21","142.250.219.206","13"
"2025-11-01 00:09:52","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","20","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","13","100.120.26.35","11","72.14.198.152","11","142.251.69.137","11","209.85.244.85","21","142.250.219.206","11"
"2025-11-01 00:19:30","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","20","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","10","100.120.26.35","11","72.14.198.152","10","142.251.69.137","12","209.85.244.85","19","142.250.219.206","12"
"2025-11-01 00:24:52","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","1964","True","0","Ruim","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","11","100.120.26.35","11","72.14.198.152","11","142.251.69.137","15","209.85.244.85","23","142.250.219.206","12"
"2025-11-01 00:30:51","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","5","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","3","100.120.31.153","14","100.120.26.35","12","72.14.198.152","11","142.251.69.137","12","209.85.244.85","20","142.250.219.206","11"
"2025-11-01 00:38:52","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com",,"False","0","Falha Crítica (Serviço Inacessível)","192.168.1.1","13","8.243.34.13","13",,,"8.243.145.162","15","142.250.232.127","13","209.85.244.85","11","142.250.219.206","11",,,,
"2025-11-01 00:51:22","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","26","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","8","100.120.31.153","11","100.120.26.35","11","72.14.198.152","11","142.251.69.137","15","209.85.244.85","19","142.250.219.206","11"
"2025-11-01 01:00:23","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","27","True","100","Excelente","165.225.214.98","9","8.243.34.13","12",,,"8.243.145.162","12","142.250.232.127","12","209.85.244.85","12","142.250.219.206","11",,,,
"2025-11-01 00:59:43","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","19","True","100","Excelente","165.225.214.98","10","8.243.34.13","14",,,"8.243.145.162","12","142.250.232.127","12","209.85.244.85","10","142.250.219.206","11",,,,
