"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_2_IP","Hop_2_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms","Hop_11_IP","Hop_11_Latency_ms","Hop_12_IP","Hop_12_Latency_ms","Hop_13_IP","Hop_13_Latency_ms","Hop_14_IP","Hop_14_Latency_ms","Hop_15_IP","Hop_15_Latency_ms","Hop_16_IP","Hop_16_Latency_ms","Hop_17_IP","Hop_17_Latency_ms","Hop_18_IP","Hop_18_Latency_ms","Hop_19_IP","Hop_19_Latency_ms","Hop_20_IP","Hop_20_Latency_ms","Hop_21_IP","Hop_21_Latency_ms"
"2025-11-08 00:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","53","True","100","Excelente","165.225.214.99","17","165.225.214.3","17","8.243.34.13","20","200.189.212.154","20","8.243.145.162","20","*","0","209.85.245.66","18","172.253.53.121","17","142.251.255.53","17","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:03:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","50","True","100","Excelente","165.225.214.99","18","165.225.214.3","31","8.243.34.13","19","200.189.212.154","21","8.243.145.162","17","*","0","142.251.48.34","18","192.178.84.178","18","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:06:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","33","True","100","Excelente","165.225.214.99","15","165.225.214.3","17","8.243.34.13","16","200.189.212.154","60","8.243.145.162","20","*","0","192.178.110.202","18","192.178.84.180","16","209.85.249.17","23","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:09:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","22","True","100","Excelente","165.225.214.99","16","165.225.214.3","17","8.243.34.13","16","200.189.212.154","21","8.243.145.162","15","*","0","192.178.105.220","22","192.178.84.58","17","209.85.251.83","25","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:12:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","58","True","100","Excelente","165.225.214.99","24","165.225.214.3","25","8.243.34.13","22","200.189.213.6","42","8.243.145.162","50","*","0","192.178.110.178","50","216.239.62.44","28","209.85.249.17","38","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:12:50","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","119","True","77","Bom","165.225.214.105","28","165.225.214.3","25","8.243.34.13","18","200.189.213.6","19","8.243.145.162","16","*","0","192.178.110.202","17","172.253.53.125","18","142.251.255.53","20","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:15:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","22","True","100","Excelente","165.225.214.99","22","165.225.214.3","42","8.243.34.13","30","200.189.213.6","26","8.243.145.162","21","*","0","192.178.253.66","25","172.253.53.123","16","209.85.251.83","17","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:18:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","23","True","100","Excelente","165.225.214.99","34","165.225.214.3","24","8.243.34.13","31","*","0","8.243.145.162","28","*","0","142.250.237.128","23","172.253.53.123","22","172.217.30.238","37","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:20:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","130","True","74","Bom","165.225.214.105","27","165.225.214.3","19","8.243.34.13","15","200.189.213.6","17","8.243.145.162","19","*","0","192.178.110.202","18","142.251.252.158","24","142.250.78.142","30","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:21:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","60","True","100","Excelente","165.225.214.99","37","165.225.214.3","27","8.243.34.13","30","200.189.213.6","22","8.243.145.162","35","*","0","192.178.253.66","32","172.253.53.123","19","172.217.30.238","27","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:24:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","23","True","100","Excelente","165.225.214.99","33","165.225.214.3","34","8.243.34.13","21","*","0","8.243.145.162","20","*","0","192.178.105.182","71","216.239.56.208","23","142.251.252.159","25","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:27:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","26","True","100","Excelente","165.225.214.99","26","165.225.214.3","21","8.243.34.13","22","200.189.212.154","18","8.243.145.162","16","*","0","192.178.110.178","24","172.253.53.123","54","172.217.30.238","27","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","19","True","100","Excelente","165.225.214.99","23","165.225.214.3","24","8.243.34.13","23","200.189.213.6","21","8.243.145.162","19","*","0","192.178.110.178","27","216.239.59.18","18","142.251.255.7","19","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:33:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","23","True","100","Excelente","165.225.214.99","25","165.225.214.3","16","8.243.34.13","21","200.189.212.154","29","8.243.145.162","17","*","0","108.170.235.138","29","192.178.84.180","54","172.217.30.238","29","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-11-08 00:36:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","23","True","100","Excelente","165.225.214.99","25","165.225.214.3","26","8.243.34.13","22","200.189.212.154","28","8.243.145.162","26","*","0","192.178.253.78","36","172.253.53.123","26","209.85.254.59","23","","","","","","","","","","","","","","","","","","","","","","","",""
