"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_2_IP","Hop_2_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms","Hop_11_IP","Hop_11_Latency_ms","Hop_12_IP","Hop_12_Latency_ms","Hop_13_IP","Hop_13_Latency_ms","Hop_14_IP","Hop_14_Latency_ms","Hop_15_IP","Hop_15_Latency_ms","Hop_16_IP","Hop_16_Latency_ms"
"2025-10-28 11:12:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","208","True","59","Aceitável","165.225.214.105","18","165.225.214.3","16","8.243.34.13","25","*","0","8.243.145.162","31","*","0","172.253.53.126","22","172.217.162.14","21","","","","","","","","","","","","","","","",""
"2025-10-28 11:15:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","51","True","100","Excelente","165.225.214.105","18","165.225.214.3","20","8.243.34.13","19","*","0","8.243.145.162","22","*","0","192.178.110.188","19","192.178.84.54","16","142.251.255.7","18","","","","","","","","","","","","","",""
"2025-10-28 11:18:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","37","True","100","Excelente","165.225.214.105","28","165.225.214.3","24","8.243.34.13","32","*","0","8.243.145.162","26","*","0","192.178.253.74","26","192.178.253.79","18","172.217.162.14","19","","","","","","","","","","","","","",""
"2025-10-28 11:21:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","106","True","79","Bom","165.225.214.105","24","165.225.214.3","22","8.243.34.13","21","*","0","8.243.145.162","19","*","0","142.251.230.86","16","192.178.84.58","26","","","","","","","","","","","","","","","",""
"2025-10-28 11:24:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","79","True","100","Excelente","165.225.214.105","23","165.225.214.3","18","8.243.34.13","22","200.189.212.154","21","8.243.145.162","21","*","0","172.253.53.122","18","216.239.62.44","20","209.85.251.83","20","","","","","","","","","","","","","",""
"2025-10-28 11:27:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","130","True","74","Bom","165.225.214.105","23","165.225.214.3","21","8.243.34.13","23","*","0","8.243.145.162","20","*","0","192.178.110.202","25","","","","","","","","","","","","","","","","","",""
"2025-10-28 11:30:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","87","True","100","Excelente","165.225.214.105","21","165.225.214.3","20","8.243.34.13","27","*","0","8.243.145.162","20","*","0","172.253.53.120","18","192.178.253.79","32","172.217.162.14","32","","","","","","","","","","","","","",""
"2025-10-28 11:33:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","98","True","100","Excelente","165.225.214.105","26","165.225.214.3","21","8.243.34.13","36","*","0","8.243.145.162","22","*","0","192.178.110.178","29","192.178.253.77","24","172.217.162.14","19","","","","","","","","","","","","","",""
"2025-10-28 11:36:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","24","True","100","Excelente","165.225.214.105","20","165.225.214.3","20","8.243.34.13","21","200.189.212.154","19","8.243.145.162","25","*","0","192.178.110.200","17","216.239.62.64","18","209.85.251.83","33","","","","","","","","","","","","","",""
"2025-10-28 11:39:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","60","True","100","Excelente","165.225.214.105","31","165.225.214.3","21","8.243.34.13","19","200.189.213.6","42","8.243.145.162","27","*","0","108.170.248.12","20","","","","","","","","","","","","","","","","","",""
"2025-10-28 11:42:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","216","True","57","Aceitável","165.225.214.105","20","165.225.214.3","23","8.243.34.13","27","200.189.212.154","24","8.243.145.162","19","*","0","172.253.53.120","25","192.178.84.58","21","142.251.255.13","25","","","","","","","","","","","","","",""
"2025-10-28 11:45:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","38","True","100","Excelente","165.225.214.105","21","165.225.214.3","15","8.243.34.13","24","200.189.213.6","18","8.243.145.162","19","*","0","209.85.249.36","19","192.178.84.180","23","209.85.254.59","21","","","","","","","","","","","","","",""
"2025-10-28 11:48:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","21","True","100","Excelente","165.225.214.105","22","165.225.214.3","25","8.243.34.13","22","*","0","8.243.145.162","20","*","0","192.178.110.178","37","192.178.253.79","30","","","","","","","","","","","","","","","",""
"2025-10-28 11:51:00","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","56","True","100","Excelente","165.225.214.105","22","165.225.214.3","17","8.243.34.13","23","*","0","8.243.145.162","20","*","0","192.178.110.170","16","192.178.84.54","22","172.217.162.14","20","","","","","","","","","","","","","",""
